,id,rating,predicted_rating,context_time,movie_id,learner_id,movie_knowledge_area,level_of_education,level_of_english,level_of_literature,level_of_history,level_of_biology,level_of_physics,level_of_math,learning_goal,learning_style
1829,24944,2,4.942139,2017-12-12 19:30:37.199694+00,205,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1830,24911,1,2.5253810000000003,2017-12-12 19:30:37.193785+00,188,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1831,24833,1,4.834162999999999,2017-12-12 19:30:37.754881+00,148,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1832,24823,3,3.163574,2017-12-12 19:32:45.974948+00,142,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1833,24934,3,4.925541,2017-12-12 19:30:37.679405+00,199,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1834,24917,4,6.0695239999999995,2017-12-12 19:30:37.700936+00,191,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1835,24897,3,5.850692,2017-12-12 19:30:37.235932+00,181,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1836,25039,3,2.140788,2017-12-12 19:30:37.980859+00,256,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1837,24903,1,2.410253,2017-12-12 19:30:37.21278+00,184,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1838,24817,3,4.748182,2017-12-12 19:30:37.296601+00,139,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1839,24915,3,4.05629,2017-12-12 19:04:59.696682+00,190,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1840,24856,3,2.312338,2017-12-12 19:30:37.423827+00,160,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1841,24954,3,3.750439,2017-12-12 19:30:37.414451+00,210,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1842,24958,3,4.008795,2017-12-12 19:30:37.40971+00,212,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1843,25018,5,4.8344629999999995,2017-12-12 19:30:37.79211+00,245,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1844,24981,2,4.046021,2017-12-12 19:30:38.051958+00,226,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1845,24985,5,3.874397,2017-12-12 19:30:38.066432+00,228,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1846,24983,4,4.7340599999999995,2017-12-12 19:30:38.056752+00,227,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1847,24999,5,4.8598300000000005,2017-12-12 19:30:38.17479+00,235,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1848,24998,1,3.7853529999999997,2017-12-12 19:30:38.182197+00,234,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1849,24996,5,2.238076,2017-12-12 19:30:38.199602+00,233,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1850,24840,2,5.51588,2017-12-12 19:30:38.205892+00,152,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1851,25001,2,4.0069230000000005,2017-12-12 19:30:38.188763+00,236,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1852,24989,5,4.813972,2017-12-12 19:30:38.193811+00,230,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1853,25020,3,3.165455,2017-12-12 19:32:45.987974+00,247,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1854,24846,2,2.495256,2017-12-12 19:30:37.991693+00,155,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1855,24854,2,2.162281,2017-12-12 19:30:37.831354+00,159,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1856,25040,1,2.456839,2017-12-12 19:30:37.927135+00,257,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1857,25035,3,3.460125,2017-12-12 19:30:37.937159+00,254,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1858,24940,4,2.740641,2017-12-12 19:30:37.959102+00,203,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1859,25006,4,3.9076459999999997,2017-12-12 19:30:37.985735+00,239,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1860,24859,1,2.840267,2017-12-12 19:04:59.659792+00,162,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1861,24423,2,,2017-12-12 19:01:12.190451+00,144,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1862,25116,4,6.827292,2017-12-12 19:04:59.715559+00,298,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1863,25143,3,3.9263980000000003,2017-12-12 19:30:37.49366+00,328,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1864,25112,5,4.877545,2017-12-12 19:30:37.304179+00,293,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1865,25195,2,2.6082349999999996,2017-12-12 19:30:37.469125+00,381,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1866,25148,3,3.5086809999999997,2017-12-12 19:30:37.68931+00,333,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1867,25169,2,2.551508,2017-12-12 19:30:38.263854+00,354,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1868,25079,3,5.839666,2017-12-12 19:30:37.707012+00,277,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1869,25192,4,2.140531,2017-12-12 19:30:37.761205+00,378,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1870,25077,5,4.707369,2017-12-12 19:30:37.713127+00,276,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1871,25075,4,5.478667,2017-12-12 19:30:37.694118+00,275,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1872,25154,5,2.178839,2017-12-12 19:30:37.932589+00,339,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1873,25210,3,4.119557,2017-12-12 19:04:59.709925+00,397,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1874,25098,5,3.3311059999999997,2017-12-12 19:30:37.093131+00,286,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1875,25100,1,5.501217,2017-12-12 19:30:37.097792+00,287,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1876,25202,2,5.023307,2017-12-12 19:30:37.102321+00,389,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1877,25197,4,3.4398239999999998,2017-12-12 19:30:37.133234+00,383,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1878,25122,2,6.1903809999999995,2017-12-12 19:30:37.139396+00,305,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1879,25184,3,2.341108,2017-12-12 19:30:37.365084+00,370,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1880,25106,3,6.055332,2017-12-12 19:30:37.314188+00,290,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1881,25110,2,2.773721,2017-12-12 19:30:37.309183+00,292,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1882,25165,4,3.8175529999999998,2017-12-12 19:30:38.284605+00,350,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1883,25094,4,5.43964,2017-12-12 19:30:37.088379+00,284,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1884,25125,2,2.590117,2017-12-12 19:30:37.176632+00,309,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1885,25124,3,4.925351999999999,2017-12-12 19:30:37.181284+00,308,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1886,25123,5,2.262238,2017-12-12 19:30:37.157647+00,307,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1887,25121,5,3.383952,2017-12-12 19:30:37.146855+00,304,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1888,25118,1,3.752957,2017-12-12 19:30:37.165246+00,300,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1889,25062,3,3.903954,2017-12-12 19:30:37.243282+00,268,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1890,25186,3,5.098741,2017-12-12 19:30:37.370174+00,372,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1891,25132,5,3.699526,2017-12-12 19:30:37.648969+00,316,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1892,25126,2,3.698964,2017-12-12 19:30:37.64331+00,310,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1893,25134,5,3.5744769999999995,2017-12-12 19:30:37.659247+00,318,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1894,25131,5,2.062448,2017-12-12 19:30:37.654085+00,315,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1895,25144,3,2.835065,2017-12-12 19:04:59.646172+00,329,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1896,25135,5,5.427353,2017-12-12 19:30:37.664645+00,319,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1897,25083,2,6.100347,2017-12-12 19:30:37.669317+00,279,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1898,25151,4,2.2972639999999998,2017-12-12 19:30:37.543807+00,336,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1899,25136,5,4.7420230000000005,2017-12-12 19:30:37.514422+00,320,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1900,25205,4,2.287666,2017-12-12 19:30:37.586448+00,392,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1901,25138,3,5.5209209999999995,2017-12-12 19:30:37.503603+00,322,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1902,25140,2,5.972748,2017-12-12 19:30:37.498611+00,324,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1903,25156,2,2.850948,2017-12-12 19:04:59.653366+00,341,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1904,25177,5,3.496214,2017-12-12 19:30:38.071741+00,363,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1905,25176,3,3.530424,2017-12-12 19:30:38.07837+00,362,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1906,25163,3,5.718514,2017-12-12 19:30:37.782524+00,348,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1907,25145,4,4.692844999999999,2017-12-12 19:30:37.963827+00,330,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1908,25206,2,3.500711,2017-12-12 19:30:37.591732+00,393,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1909,25149,4,2.7983599999999997,2017-12-12 19:30:37.943055+00,334,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1910,25091,3,6.604669,2017-12-12 19:04:59.676058+00,282,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1911,25160,3,2.850562,2017-12-12 19:30:37.806435+00,345,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1912,25159,1,3.3091510000000004,2017-12-12 19:30:37.811058+00,344,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1913,25162,3,5.576753,2017-12-12 19:30:37.815934+00,347,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1914,25086,1,2.044187,2017-12-12 19:30:37.878+00,280,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1915,25174,2,3.957486,2017-12-12 19:30:38.083032+00,360,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1916,25158,3,3.566989,2017-12-12 19:30:37.796948+00,343,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1917,25173,1,2.531198,2017-12-12 19:30:38.292372+00,358,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1918,25113,3,3.661939,2017-12-12 19:30:38.270669+00,294,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1919,25200,5,4.49784,2017-12-12 19:32:45.992246+00,386,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1920,25181,1,5.101862000000001,2017-12-12 19:30:38.088166+00,367,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1921,25179,5,2.188097,2017-12-12 19:30:38.093925+00,365,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1922,25183,2,3.844375,2017-12-12 19:30:38.101259+00,369,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1923,25073,1,2.398132,2017-12-12 19:30:38.23434+00,274,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1924,25187,3,7.091462,2017-12-12 19:30:37.374979+00,373,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1925,25064,2,3.78746,2017-12-12 19:30:37.404483+00,269,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1926,25194,3,3.935275,2017-12-12 19:30:37.47427+00,380,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1927,25060,3,3.9725269999999995,2017-12-12 19:30:37.478734+00,267,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1928,25203,3,4.815868,2017-12-12 19:30:37.597062+00,390,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1929,25204,2,5.842884,2017-12-12 19:30:37.602254+00,391,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1930,25207,3,3.867154,2017-12-12 19:30:37.618468+00,394,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1931,25102,3,2.718913,2017-12-12 19:30:37.12249+00,288,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1932,25199,2,3.8326910000000005,2017-12-12 19:30:37.117856+00,385,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1933,25201,3,5.971806,2017-12-12 19:30:37.108221+00,388,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1934,25128,4,4.028914,2017-12-12 19:30:37.629931+00,312,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1935,25133,5,6.945911,2017-12-12 19:04:59.615302+00,317,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1936,25216,2,6.049427,2017-12-12 19:30:37.353509+00,404,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1937,25217,2,2.208084,2017-12-12 19:30:37.35937+00,405,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1938,25215,3,2.830611,2017-12-12 19:04:59.631337+00,403,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1939,25218,2,,2017-12-12 19:09:58.414592+00,266,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1940,25219,1,,2017-12-12 19:09:58.422431+00,269,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1941,25220,1,,2017-12-12 19:09:58.429561+00,35,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1942,25221,1,,2017-12-12 19:09:58.436569+00,3,78,EN,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1943,25222,5,,2017-12-12 19:09:58.445107+00,154,78,HT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1944,25223,5,,2017-12-12 19:09:58.452505+00,295,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1945,25224,1,,2017-12-12 19:09:58.460934+00,274,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1946,25225,5,,2017-12-12 19:09:58.47522+00,355,78,LT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1947,25226,3,,2017-12-12 19:09:58.485443+00,69,78,HT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1948,25227,1,,2017-12-12 19:09:58.492325+00,404,78,LT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1949,25228,1,,2017-12-12 19:09:58.499296+00,398,78,EN,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1950,25229,5,,2017-12-12 19:09:58.507515+00,122,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1951,25230,3,,2017-12-12 19:09:58.516595+00,339,78,BL,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1952,25231,1,,2017-12-12 19:09:58.524435+00,297,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1953,25232,5,,2017-12-12 19:09:58.533563+00,208,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1954,25233,1,,2017-12-12 19:09:58.541686+00,45,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1955,25234,5,,2017-12-12 19:09:58.549003+00,97,78,MT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1956,25235,1,,2017-12-12 19:09:58.555944+00,206,78,LT,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1957,25236,1,,2017-12-12 19:09:58.562886+00,109,78,PH,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1958,25237,5,,2017-12-12 19:09:58.57001+00,66,78,,DT,HL,HL,HL,ML,ML,ML,LLL,SQN
1959,24611,5,5.167554,2017-12-12 19:30:37.064239+00,27,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1960,25104,3,5.99758,2017-12-12 19:30:37.127027+00,289,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1961,25120,4,2.664478,2017-12-12 19:30:37.170633+00,302,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1962,24946,4,3.340614,2017-12-12 19:30:37.206097+00,206,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1963,24655,4,3.9191830000000003,2017-12-12 19:30:37.248613+00,51,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1964,24811,2,2.3014900000000003,2017-12-12 19:30:37.339982+00,135,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1965,25214,1,2.5749779999999998,2017-12-12 19:30:37.34741+00,402,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1966,25189,3,3.96377,2017-12-12 19:30:37.380574+00,375,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1967,24752,2,3.807715,2017-12-12 19:30:37.399396+00,103,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1968,24863,4,4.814593,2017-12-12 19:30:37.440596+00,164,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1969,25137,2,6.385021,2017-12-12 19:30:37.50868+00,321,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1970,24623,2,4.773137,2017-12-12 19:30:37.530597+00,35,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1971,24779,1,3.7168959999999998,2017-12-12 19:30:37.607873+00,118,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1972,25208,4,4.044704,2017-12-12 19:30:37.623985+00,395,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1973,25065,5,3.3902010000000002,2017-12-12 19:30:37.684002+00,270,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1974,24680,3,2.553884,2017-12-12 19:30:37.744955+00,64,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1975,24821,3,2.442518,2017-12-12 19:30:37.766593+00,141,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1976,25157,2,3.7343629999999997,2017-12-12 19:30:37.801644+00,342,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1977,24738,2,5.0893120000000005,2017-12-12 19:30:37.854416+00,95,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1978,24886,1,2.2927020000000002,2017-12-12 19:30:37.89429+00,176,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1979,25044,4,2.532634,2017-12-12 19:30:37.953234+00,259,76,BL,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1980,25147,1,2.169159,2017-12-12 19:30:37.970492+00,332,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1981,24801,3,5.144298,2017-12-12 19:30:38.003557+00,129,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1982,24979,4,2.290429,2017-12-12 19:30:38.06134+00,225,76,,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1983,24561,5,2.0838669999999997,2017-12-12 19:30:38.108697+00,2,76,LT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1984,24844,2,5.128168,2017-12-12 19:30:38.212306+00,154,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1985,25172,5,5.229401,2017-12-12 19:30:38.247821+00,357,76,HT,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1986,24615,4,3.168643,2017-12-12 19:32:45.968714+00,30,76,PH,DT,HL,ML,ML,ML,ML,HL,LLL,GLB
1987,25623,5,,2017-12-12 20:16:21.895262+00,24,79,PH,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1988,25624,5,,2017-12-12 20:16:21.905814+00,54,79,BL,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1989,25625,5,,2017-12-12 20:16:21.91949+00,80,79,LT,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1990,25626,4,,2017-12-12 20:16:21.939673+00,251,79,,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1991,25627,5,,2017-12-12 20:16:21.956451+00,209,79,HT,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1992,25628,5,,2017-12-12 20:16:21.980623+00,204,79,,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1993,25629,5,,2017-12-12 20:16:21.990237+00,1,79,HT,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1994,25630,4,,2017-12-12 20:16:22.008329+00,333,79,,DT,HL,HL,ML,ML,ML,HL,LLL,GLB
1995,26028,1,,2017-12-12 21:46:17.90312+00,96,80,,MT,HL,LL,LL,ML,ML,HL,STL,GLB
1996,26029,5,,2017-12-12 21:46:17.91557+00,258,80,LT,MT,HL,LL,LL,ML,ML,HL,STL,GLB
1997,26433,1,,2017-12-12 23:38:57.361719+00,313,82,LT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
1998,26434,2,,2017-12-12 23:38:57.37187+00,27,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
1999,26435,2,,2017-12-12 23:38:57.38056+00,126,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2000,26436,1,,2017-12-12 23:38:57.388591+00,343,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2001,26437,2,,2017-12-12 23:38:57.39643+00,178,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2002,26438,1,,2017-12-12 23:38:57.404215+00,51,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2003,26439,2,,2017-12-12 23:38:57.412983+00,43,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2004,26440,1,,2017-12-12 23:38:57.425642+00,115,82,PH,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2005,26441,1,,2017-12-12 23:38:57.433731+00,250,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2006,26442,1,,2017-12-12 23:38:57.441638+00,220,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2007,26443,5,,2017-12-12 23:38:57.449546+00,114,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2008,26444,1,,2017-12-12 23:38:57.458363+00,252,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2009,26445,1,,2017-12-12 23:38:57.466859+00,354,82,BL,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2010,26446,2,,2017-12-12 23:38:57.49151+00,387,82,LT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2011,26447,5,,2017-12-12 23:38:57.506542+00,122,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2012,26448,2,,2017-12-12 23:38:57.515615+00,121,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2013,26449,3,,2017-12-12 23:38:57.524399+00,185,82,HT,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2014,26450,5,,2017-12-12 23:38:57.533167+00,109,82,PH,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2015,26451,1,,2017-12-12 23:38:57.540844+00,108,82,,ES,ML,HL,ML,LL,LL,LL,STL,SQN
2016,26838,3,,2017-12-13 01:09:07.682439+00,181,83,HT,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2017,26839,3,,2017-12-13 01:09:07.69366+00,150,83,HT,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2018,26840,5,,2017-12-13 01:09:07.705222+00,2,83,LT,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2019,26841,3,,2017-12-13 01:09:07.718597+00,193,83,LT,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2020,26842,4,,2017-12-13 01:09:07.729903+00,383,83,,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2021,26843,4,,2017-12-13 01:09:07.740385+00,349,83,HT,DT,ML,ML,HL,LL,LL,HL,LLL,SQN
2022,27243,5,,2017-12-13 04:04:36.866769+00,147,84,HT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2023,27244,3,,2017-12-13 04:04:36.875686+00,99,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2024,27245,4,,2017-12-13 04:04:36.883247+00,202,84,HT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2025,27246,3,,2017-12-13 04:04:36.890248+00,31,84,PH,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2026,27247,5,,2017-12-13 04:04:36.896755+00,64,84,HT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2027,27248,2,,2017-12-13 04:04:36.903649+00,394,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2028,27249,3,,2017-12-13 04:04:36.914885+00,157,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2029,27250,4,,2017-12-13 04:04:36.922886+00,7,84,LT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2030,27251,4,,2017-12-13 04:04:36.933167+00,33,84,PH,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2031,27252,2,,2017-12-13 04:04:36.940454+00,223,84,LT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2032,27253,5,,2017-12-13 04:04:36.947919+00,121,84,HT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2033,27254,4,,2017-12-13 04:04:36.955997+00,347,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2034,27255,4,,2017-12-13 04:04:36.963754+00,110,84,PH,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2035,27256,5,,2017-12-13 04:04:36.970792+00,111,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2036,27257,3,,2017-12-13 04:04:36.977689+00,264,84,BL,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2037,27258,3,,2017-12-13 04:04:36.984082+00,93,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2038,27259,3,,2017-12-13 04:04:36.990884+00,312,84,PH,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2039,27260,2,,2017-12-13 04:04:36.997512+00,327,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2040,27261,4,,2017-12-13 04:04:37.005652+00,284,84,LT,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
2041,27262,2,,2017-12-13 04:04:37.012984+00,314,84,,ES,HL,HL,LL,HL,LL,LL,LLL,GLB
